"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","DEU","Germany","2016","2016",5.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","DEU","Germany","2017","2017",6,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","DEU","Germany","2018","2018",6.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2000","2000",1868.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2001","2001",1921.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2002","2002",1902.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2003","2003",1939.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2004","2004",1973.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2005","2005",2005.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2006","2006",2030.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2007","2007",2051.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2008","2008",2064.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2009","2009",2082.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2010","2010",2110.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2011","2011",2145.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2012","2012",2180.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2013","2013",2207.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2014","2014",2238.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2015","2015",2269.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2016","2016",2292.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2017","2017",2319.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2018","2018",2340.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2000","2000",378.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2001","2001",387.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2002","2002",405.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2003","2003",411.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2004","2004",418.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2005","2005",432.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2006","2006",453.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2007","2007",479.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2008","2008",499.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2009","2009",523.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2010","2010",549.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2011","2011",575.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2012","2012",604,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2013","2013",628,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2014","2014",655.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2015","2015",681,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2016","2016",701,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2017","2017",723.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","GRC","Greece","2018","2018",740.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2000","2000",1035.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2001","2001",1066.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2002","2002",1060.4,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2003","2003",1081.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2004","2004",1100.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2005","2005",1119.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2006","2006",1134.4,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2007","2007",1145.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2008","2008",1152.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2009","2009",1162.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2010","2010",1177.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2011","2011",1197.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2012","2012",1216.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2013","2013",1231.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2014","2014",1248.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2015","2015",1265.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2016","2016",1277,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2017","2017",1291.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","GRC","Greece","2018","2018",1301.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2000","2000",223.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2001","2001",229.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2002","2002",248.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2003","2003",252,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2004","2004",256,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2005","2005",264.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2006","2006",276.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2007","2007",291.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2008","2008",303,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2009","2009",316.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2010","2010",330.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2011","2011",344.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2012","2012",360.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2013","2013",373.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2014","2014",389.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2015","2015",403.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2016","2016",413.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2017","2017",426.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","GRC","Greece","2018","2018",436.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2000","2000",833.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2001","2001",854.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2002","2002",842.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2003","2003",858.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2004","2004",873,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2005","2005",886.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2006","2006",896.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2007","2007",905.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2008","2008",911.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2009","2009",919.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2010","2010",932.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2011","2011",948.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2012","2012",963.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2013","2013",976,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2014","2014",989.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2015","2015",1003.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2016","2016",1015.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2017","2017",1028.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2018","2018",1038.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2000","2000",155.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2001","2001",157.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2002","2002",157.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2003","2003",159.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2004","2004",162.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2005","2005",168.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2006","2006",176.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2007","2007",187.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2008","2008",196.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2009","2009",206.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2010","2010",218.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2011","2011",230.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2012","2012",243.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2013","2013",254.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2014","2014",266.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2015","2015",277.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2016","2016",287.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2017","2017",296.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","GRC","Greece","2018","2018",304.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2000","2000",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2001","2001",17.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2002","2002",17.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2003","2003",17.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2004","2004",18,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2005","2005",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2006","2006",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2007","2007",18.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2008","2008",18.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2009","2009",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2010","2010",19,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2011","2011",19.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2012","2012",19.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2013","2013",20.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2014","2014",20.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2015","2015",21,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2016","2016",21.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2017","2017",21.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2018","2018",21.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2000","2000",3.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2001","2001",3.6,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2002","2002",3.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2003","2003",3.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2004","2004",3.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2005","2005",3.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2006","2006",4.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2007","2007",4.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2008","2008",4.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2009","2009",4.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2010","2010",4.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2011","2011",5.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2012","2012",5.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2013","2013",5.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2014","2014",6,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2015","2015",6.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2016","2016",6.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2017","2017",6.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","GRC","Greece","2018","2018",6.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2000","2000",1531.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2001","2001",1545,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2002","2002",1551.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2003","2003",1559.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2004","2004",1567.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2005","2005",1577.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2006","2006",1590.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2007","2007",1605.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2008","2008",1623.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2009","2009",1640.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2010","2010",1663.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2011","2011",1671.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2012","2012",1675.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2013","2013",1701.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2014","2014",1731.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2015","2015",1764.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2016","2016",1796.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2017","2017",1828.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2018","2018",1852,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2000","2000",260.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2001","2001",278.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2002","2002",295.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2003","2003",313,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2004","2004",327.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2005","2005",337.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2006","2006",350.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2007","2007",363.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2008","2008",372.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2009","2009",384,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2010","2010",393.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2011","2011",405.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2012","2012",398.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2013","2013",405.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2014","2014",412.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2015","2015",418.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2016","2016",420.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2017","2017",425.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","HUN","Hungary","2018","2018",427.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2000","2000",960.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2001","2001",970.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2002","2002",978.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2003","2003",985.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2004","2004",992.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2005","2005",1000.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2006","2006",1009.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2007","2007",1019,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2008","2008",1031.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2009","2009",1041,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2010","2010",1055.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2011","2011",1059.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2012","2012",1058,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2013","2013",1071.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2014","2014",1087.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2015","2015",1104.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2016","2016",1121.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2017","2017",1139.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2018","2018",1152.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2000","2000",180.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2001","2001",193.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2002","2002",205.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2003","2003",217.9,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2004","2004",227.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2005","2005",235.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2006","2006",244.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2007","2007",254.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2008","2008",260.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2009","2009",269.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2010","2010",276.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2011","2011",284.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2012","2012",281.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2013","2013",286.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2014","2014",290.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2015","2015",294.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2016","2016",296.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2017","2017",300.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","HUN","Hungary","2018","2018",302.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2000","2000",570.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2001","2001",574.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2002","2002",573.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2003","2003",574,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2004","2004",574.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2005","2005",576.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2006","2006",580.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2007","2007",586.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2008","2008",592.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2009","2009",599.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2010","2010",608.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2011","2011",611.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2012","2012",618,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2013","2013",630.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2014","2014",644.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2015","2015",659.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2016","2016",675.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2017","2017",688.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2018","2018",699.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2000","2000",79.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2001","2001",84.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2002","2002",90.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","HUN","Hungary","2003","2003",95.1,,
